x,y
1.9130,0.1250
1.9080,0.1250
1.9030,0.1250
1.8980,0.1250
1.8930,0.1250
1.8880,0.1250
1.8830,0.1250
1.8780,0.1250
1.8730,0.1200
1.8680,0.1200
1.8630,0.1200
1.8580,0.1200
1.8530,0.1200
1.8480,0.1200
1.8430,0.1200
1.8380,0.1200
1.8330,0.1200
1.8280,0.1200
1.8230,0.1200
1.8180,0.1200
1.8130,0.1200
1.8080,0.1200
1.8030,0.1200
1.7980,0.1200
1.7930,0.1150
1.7880,0.1150
1.7830,0.1150
1.7780,0.1150
1.7730,0.1150
1.7680,0.1150
1.7630,0.1150
1.7580,0.1150
1.7530,0.1150
1.7480,0.1150
1.7430,0.1100
1.7380,0.1100
1.7330,0.1100
1.7280,0.1100
1.7230,0.1050
1.7180,0.1050
1.7130,0.1050
1.7080,0.1050
1.7030,0.1050
1.6980,0.1050
1.6930,0.1050
1.6880,0.1000
1.6830,0.1000
1.6780,0.1000
1.6730,0.1000
1.6680,0.1000
1.6630,0.1000
1.6580,0.1000
1.6530,0.1000
1.6480,0.1000
1.6430,0.1000
1.6380,0.1000
1.6330,0.1000
1.6280,0.1000
1.6230,0.1000
1.6180,0.1000
1.6130,0.1000
1.6080,0.0950
1.6030,0.0950
1.5980,0.0950
1.5930,0.0950
1.5880,0.0950
1.5830,0.0950
1.5780,0.0950
1.5730,0.0950
1.5680,0.0900
1.5630,0.0900
1.5580,0.0900
1.5530,0.0900
1.5480,0.0900
1.5430,0.0900
1.5380,0.0900
1.5330,0.0900
1.5280,0.0900
1.5230,0.0900
1.5180,0.0900
1.5130,0.0900
1.5080,0.0900
1.5030,0.0900
1.4980,0.0900
1.4930,0.0900
1.4880,0.0900
1.4830,0.0900
1.4780,0.0900
1.4730,0.0900
1.4680,0.0900
1.4630,0.0900
1.4580,0.0900
1.4530,0.0900
1.4480,0.0900
1.4430,0.0900
1.4380,0.0900
1.4330,0.0900
1.4280,0.0900
1.4230,0.0900
1.4180,0.0850
1.4130,0.0850
1.4080,0.0850
1.4030,0.0850
1.3980,0.0850
1.3930,0.0850
1.3880,0.0850
