x,y
3.4350,-4.5320
3.4350,-4.5230
3.4350,-4.5140
3.4350,-4.5050
3.4350,-4.4960
3.4350,-4.4870
3.4350,-4.4780
3.4350,-4.4690
3.4350,-4.4600
3.4440,-4.4510
3.4440,-4.4420
3.4440,-4.4330
3.4440,-4.4240
3.4440,-4.4150
3.4440,-4.4060
3.4440,-4.3970
3.4440,-4.3880
3.4440,-4.3790
3.4440,-4.3700
3.4440,-4.3610
3.4440,-4.3520
3.4440,-4.3430
3.4440,-4.3340
3.4440,-4.3250
3.4440,-4.3160
3.4440,-4.3070
3.4440,-4.2980
3.4440,-4.2890
3.4440,-4.2800
3.4440,-4.2710
3.4440,-4.2620
3.4440,-4.2530
3.4440,-4.2440
3.4440,-4.2350
3.4440,-4.2260
3.4440,-4.2170
3.4440,-4.2080
3.4440,-4.1990
3.4440,-4.1900
3.4440,-4.1810
3.4440,-4.1720
3.4440,-4.1630
3.4530,-4.1540
3.4530,-4.1450
3.4530,-4.1360
3.4530,-4.1270
3.4530,-4.1180
3.4620,-4.1090
3.4620,-4.1000
3.4620,-4.0910
3.4620,-4.0820
3.4620,-4.0730
3.4620,-4.0640
3.4620,-4.0550
3.4620,-4.0460
3.4620,-4.0370
3.4620,-4.0280
3.4620,-4.0190
3.4620,-4.0100
3.4620,-4.0010
3.4620,-3.9920
3.4620,-3.9830
3.4620,-3.9740
3.4620,-3.9650
3.4620,-3.9560
3.4620,-3.9470
3.4620,-3.9380
3.4620,-3.9290
3.4620,-3.9200
3.4710,-3.9110
3.4800,-3.9020
3.4890,-3.8930
3.4980,-3.8840
3.5070,-3.8750
3.5160,-3.8660
3.5250,-3.8660
3.5340,-3.8570
3.5430,-3.8480
3.5520,-3.8390
3.5610,-3.8300
3.5700,-3.8210
3.5700,-3.8120
3.5790,-3.8030
3.5790,-3.7940
3.5880,-3.7850
3.5970,-3.7760
3.5970,-3.7670
3.6060,-3.7580
3.6150,-3.7490
3.6150,-3.7400
3.6240,-3.7310
3.6330,-3.7220
3.6420,-3.7220
3.6510,-3.7130
3.6600,-3.7040
3.6690,-3.6950
3.6780,-3.6950
3.6870,-3.6860
3.6960,-3.6770
3.7050,-3.6680
3.7140,-3.6590
3.7230,-3.6500
3.7320,-3.6500
3.7410,-3.6410
3.7500,-3.6410
3.7590,-3.6320
3.7680,-3.6320
3.7770,-3.6230
3.7860,-3.6230
3.7950,-3.6140
3.8040,-3.6050
3.8130,-3.6050
3.8220,-3.5960
3.8310,-3.5870
3.8400,-3.5870
3.8490,-3.5780
3.8580,-3.5780
3.8670,-3.5690
3.8760,-3.5600
3.8850,-3.5600
3.8940,-3.5510
3.9030,-3.5510
3.9120,-3.5420
3.9210,-3.5420
3.9300,-3.5330
3.9390,-3.5330
3.9480,-3.5240
3.9570,-3.5240
3.9660,-3.5150
3.9750,-3.5150
3.9840,-3.5060
3.9930,-3.5060
4.0020,-3.5060
4.0110,-3.4970
4.0200,-3.4970
4.0290,-3.4970
4.0380,-3.4970
4.0470,-3.4880
4.0560,-3.4880
4.0650,-3.4790
4.0740,-3.4790
4.0830,-3.4700
4.0920,-3.4700
4.1010,-3.4700
4.1100,-3.4700
4.1190,-3.4700
4.1280,-3.4700
4.1370,-3.4700
4.1460,-3.4700
4.1550,-3.4700
4.1640,-3.4610
4.1730,-3.4610
4.1820,-3.4610
4.1910,-3.4610
4.2000,-3.4610
4.2090,-3.4610
4.2180,-3.4610
4.2270,-3.4610
4.2360,-3.4610
4.2450,-3.4610
4.2540,-3.4610
4.2630,-3.4610
4.2720,-3.4610
4.2810,-3.4610
4.2900,-3.4520
4.2990,-3.4520
4.3080,-3.4520
4.3170,-3.4520
4.3260,-3.4520
4.3350,-3.4520
4.3440,-3.4520
4.3530,-3.4520
4.3620,-3.4520
4.3710,-3.4520
4.3800,-3.4520
4.3890,-3.4520
4.3980,-3.4520
4.4070,-3.4520
4.4160,-3.4520
4.4250,-3.4520
4.4340,-3.4520
4.4430,-3.4520
4.4520,-3.4430
4.4610,-3.4430
4.4700,-3.4430
4.4790,-3.4430
4.4880,-3.4430
4.4970,-3.4340
4.5060,-3.4250
4.5150,-3.4160
4.5240,-3.4160
4.5330,-3.4070
4.5420,-3.3980
4.5510,-3.3980
4.5600,-3.3890
4.5690,-3.3800
4.5780,-3.3710
4.5870,-3.3710
4.5960,-3.3620
4.6050,-3.3530
4.6140,-3.3530
4.6230,-3.3440
4.6320,-3.3350
4.6410,-3.3260
4.6410,-3.3170
4.6500,-3.3080
4.6500,-3.2990
4.6500,-3.2900
4.6590,-3.2810
4.6590,-3.2720
4.6590,-3.2630
4.6680,-3.2540
4.6680,-3.2450
4.6680,-3.2360
4.6680,-3.2270
4.6680,-3.2180
4.6680,-3.2090
4.6680,-3.2000
4.6680,-3.1910
4.6680,-3.1820
4.6680,-3.1730
4.6680,-3.1640
4.6680,-3.1550
4.6680,-3.1460
4.6680,-3.1370
4.6680,-3.1280
4.6680,-3.1190
4.6680,-3.1100
4.6680,-3.1010
4.6680,-3.0920
4.6680,-3.0830
4.6680,-3.0740
4.6680,-3.0650
4.6680,-3.0560
4.6680,-3.0470
4.6680,-3.0380
4.6680,-3.0290
4.6680,-3.0200
4.6680,-3.0110
4.6680,-3.0020
4.6680,-2.9930
4.6680,-2.9840
4.6680,-2.9750
4.6680,-2.9660
4.6680,-2.9570
4.6680,-2.9480
4.6680,-2.9390
4.6680,-2.9300
4.6680,-2.9210
4.6680,-2.9120
4.6680,-2.9030
4.6680,-2.8940
4.6680,-2.8850
4.6680,-2.8760
4.6680,-2.8670
4.6680,-2.8580
4.6680,-2.8490
4.6680,-2.8400
4.6680,-2.8310
4.6680,-2.8220
4.6680,-2.8130
4.6680,-2.8040
4.6680,-2.7950
4.6680,-2.7860
4.6680,-2.7770
4.6680,-2.7680
4.6680,-2.7590
4.6680,-2.7500
4.6680,-2.7410
4.6680,-2.7320
4.6680,-2.7230
4.6680,-2.7140
4.6680,-2.7050
4.6680,-2.6960
4.6680,-2.6870
4.6680,-2.6780
4.6680,-2.6690
4.6680,-2.6600
4.6680,-2.6510
4.6680,-2.6420
4.6680,-2.6330
4.6680,-2.6240
4.6680,-2.6150
4.6680,-2.6060
4.6680,-2.5970
4.6680,-2.5880
4.6680,-2.5790
4.6680,-2.5700
4.6680,-2.5610
4.6680,-2.5520
4.6680,-2.5430
4.6680,-2.5340
4.6680,-2.5250
4.6680,-2.5160
4.6680,-2.5070
4.6680,-2.4980
4.6680,-2.4890
4.6680,-2.4800
4.6680,-2.4710
4.6680,-2.4620
4.6680,-2.4530
4.6680,-2.4440
4.6680,-2.4350
4.6680,-2.4260
4.6680,-2.4170
4.6680,-2.4080
4.6680,-2.3990
4.6680,-2.3900
4.6680,-2.3810
4.6680,-2.3720
4.6680,-2.3630
4.6680,-2.3540
4.6680,-2.3450
4.6590,-2.3360
4.6590,-2.3270
4.6590,-2.3180
4.6590,-2.3090
4.6590,-2.3000
4.6590,-2.2910
4.6500,-2.2820
4.6410,-2.2730
4.6410,-2.2640
4.6320,-2.2550
4.6320,-2.2460
4.6320,-2.2370
4.6230,-2.2280
4.6230,-2.2190
4.6230,-2.2100
4.6140,-2.2010
4.6140,-2.1920
4.6140,-2.1830
4.6050,-2.1740
4.6050,-2.1650
4.5960,-2.1560
4.5960,-2.1470
4.5870,-2.1380
4.5870,-2.1290
4.5780,-2.1200
4.5780,-2.1110
4.5780,-2.1020
4.5690,-2.0930
4.5600,-2.0840
4.5510,-2.0750
4.5510,-2.0660
4.5420,-2.0570
4.5330,-2.0480
4.5330,-2.0390
4.5240,-2.0300
4.5150,-2.0210
4.5060,-2.0120
4.4970,-2.0030
4.4880,-1.9940
4.4790,-1.9850
4.4700,-1.9760
4.4610,-1.9670
4.4520,-1.9580
4.4520,-1.9490
4.4430,-1.9400
4.4340,-1.9310
4.4250,-1.9220
4.4160,-1.9220
4.4070,-1.9130
4.3980,-1.9040
4.3890,-1.8950
4.3800,-1.8860
4.3710,-1.8770
4.3620,-1.8680
4.3530,-1.8590
4.3440,-1.8500
4.3350,-1.8410
4.3260,-1.8320
4.3170,-1.8230
4.3080,-1.8230
4.2990,-1.8140
4.2900,-1.8050
4.2810,-1.8050
4.2720,-1.7960
4.2630,-1.7870
4.2540,-1.7870
4.2450,-1.7780
4.2360,-1.7690
4.2270,-1.7690
4.2180,-1.7600
4.2090,-1.7510
4.2000,-1.7510
4.1910,-1.7420
4.1820,-1.7330
4.1730,-1.7330
4.1640,-1.7240
4.1550,-1.7240
4.1460,-1.7150
4.1370,-1.7060
4.1280,-1.7060
4.1190,-1.7060
4.1100,-1.7060
4.1010,-1.6970
4.0920,-1.6970
4.0830,-1.6880
4.0740,-1.6880
4.0650,-1.6790
4.0560,-1.6790
4.0470,-1.6700
4.0380,-1.6700
4.0290,-1.6610
4.0200,-1.6610
4.0110,-1.6520
4.0020,-1.6430
3.9930,-1.6430
3.9840,-1.6340
3.9750,-1.6340
3.9660,-1.6250
3.9570,-1.6160
3.9480,-1.6070
3.9390,-1.6070
3.9300,-1.5980
3.9210,-1.5980
3.9120,-1.5890
3.9030,-1.5890
3.8940,-1.5800
3.8850,-1.5710
3.8760,-1.5620
3.8670,-1.5620
3.8580,-1.5530
3.8490,-1.5530
3.8400,-1.5440
3.8310,-1.5350
3.8220,-1.5260
3.8130,-1.5170
3.8040,-1.5080
3.7950,-1.5080
3.7860,-1.4990
3.7770,-1.4990
3.7680,-1.4900
3.7590,-1.4900
3.7500,-1.4810
3.7410,-1.4720
3.7320,-1.4720
3.7230,-1.4630
3.7140,-1.4630
3.7050,-1.4540
3.6960,-1.4540
3.6870,-1.4450
3.6780,-1.4360
3.6690,-1.4360
3.6600,-1.4270
3.6510,-1.4180
3.6420,-1.4090
3.6330,-1.4090
3.6240,-1.4000
3.6150,-1.3910
3.6060,-1.3910
3.5970,-1.3820
3.5880,-1.3730
3.5790,-1.3640
3.5700,-1.3550
3.5610,-1.3550
3.5520,-1.3460
3.5430,-1.3460
3.5340,-1.3370
3.5250,-1.3280
3.5160,-1.3280
3.5070,-1.3190
3.4980,-1.3190
3.4890,-1.3100
3.4800,-1.3100
3.4710,-1.3010
3.4620,-1.3010
3.4530,-1.2920
3.4440,-1.2830
3.4350,-1.2830
3.4260,-1.2740
3.4170,-1.2650
3.4080,-1.2560
3.4080,-1.2470
3.3990,-1.2380
3.3900,-1.2380
3.3810,-1.2290
3.3810,-1.2200
3.3720,-1.2110
3.3630,-1.2020
3.3540,-1.2020
3.3450,-1.1930
3.3360,-1.1840
3.3270,-1.1750
3.3180,-1.1750
3.3090,-1.1660
3.3000,-1.1660
3.2910,-1.1570
3.2820,-1.1480
3.2730,-1.1390
3.2640,-1.1300
3.2550,-1.1300
3.2460,-1.1210
3.2370,-1.1120
3.2280,-1.1030
3.2190,-1.1030
3.2100,-1.0940
3.2010,-1.0850
3.1920,-1.0760
3.1830,-1.0760
3.1740,-1.0670
3.1650,-1.0580
3.1560,-1.0580
3.1470,-1.0490
3.1380,-1.0490
3.1290,-1.0400
3.1200,-1.0310
3.1110,-1.0220
3.1020,-1.0130
3.0930,-1.0130
3.0840,-1.0040
3.0750,-1.0040
3.0660,-0.9950
3.0570,-0.9860
3.0480,-0.9860
3.0390,-0.9770
3.0300,-0.9770
3.0210,-0.9680
3.0120,-0.9680
3.0030,-0.9590
2.9940,-0.9590
2.9850,-0.9500
2.9760,-0.9410
2.9670,-0.9410
2.9580,-0.9320
2.9490,-0.9320
2.9400,-0.9230
2.9310,-0.9230
2.9220,-0.9140
2.9130,-0.9050
2.9040,-0.8960
2.8950,-0.8960
2.8860,-0.8870
2.8770,-0.8780
2.8680,-0.8780
2.8590,-0.8690
